관리_건축물대장_PK,관리_상위_건축물대장_PK,새주소_지상지하_코드,주소,지상층수,지하층수,승강기_수,주건축물수,세대수,가구수,동명칭,호_명,층_구분_코드_x,층_구분_코드_y,층_번호,면적,용적율,주차_대수,y,x,업종_idx
11680-23222,,지상,서울특별시 강남구 논현로 605,6.0,1.0,0.0,,,,,,,,,,299.05,8.0,127.0333814,37.5077609,13
11680-3604,,지상,서울특별시 강남구 선릉로107길 4,6.0,1.0,0.0,,,,,,,,,,249.7549,6.0,127.0438283,37.5092283,13
11740-12952,,지상,서울특별시 강동구 상일로 25-1,4.0,1.0,0.0,,,,,,,,,,215.44,3.0,127.1728607,37.5493971,13
11740-14160,,지상,서울특별시 강동구 올림픽로 697,4.0,1.0,0.0,,,,,,,,,,197.27,17.0,127.1249669,37.5437129,13
11740-15732,,지상,서울특별시 강동구 상암로47길 65,4.0,1.0,0.0,,,,,,,,,,185.59,8.0,127.1442241,37.5494373,13
11740-20020,,지상,서울특별시 강동구 천중로50길 23-8,1.0,1.0,0.0,,,,,,,,,,48.13,0.0,127.143122,37.5395385,13
11710-100222017,11710-100221895,지상,서울특별시 송파구 올림픽로 435,,,,,,,215동,3102,지상,20.0,0.0,43.0,0.0,0.0,127.1086482,37.5212331,13
11710-1000000000000001343281,,지상,서울특별시 송파구 가락로6길 4-5,5.0,1.0,1.0,,,,,,,,,,199.54,3.0,127.1023204,37.4990308,13
11740-4433,,지상,서울특별시 강동구 천호대로 985,4.0,0.0,0.0,,,,,,,,,,119.54,4.0,127.1219887,37.5395339,13
11740-1160,,지상,서울특별시 강동구 양재대로 1666,3.0,2.0,0.0,,,,,,,,,,0.0,0.0,127.1447083,37.5542412,13
11545-4683,,지상,서울특별시 금천구 금하로 631,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9012693,37.4549376,13
11680-12782,,지상,서울특별시 강남구 압구정로79길 54,5.0,1.0,1.0,,,,,,,,,,246.87,9.0,127.0516145,37.5253826,13
11560-1000000000000001473605,,지상,서울특별시 영등포구 대림로8길 13-1,3.0,0.0,1.0,,,,,,,,,,115.48,0.0,126.9054466,37.4909187,13
11560-17101,,지상,서울특별시 영등포구 선유로49길 2,3.0,1.0,0.0,,,,,,,,,,185.97,0.0,126.897263,37.5357256,13
11560-100190414,,지상,서울특별시 영등포구 양평로 2,9.0,0.0,0.0,,,,,,,,,,426.26,4.0,126.905765,37.5322475,13
11680-58595,11680-2369,지상,서울특별시 강남구 테헤란로79길 42,,,,,,,102동,504,지상,40.0,0.0,5.08,0.0,0.0,127.054396,37.5096492,13
11560-26012,,지상,서울특별시 영등포구 여의대방로35길 5-1,3.0,0.0,0.0,,,,,,,,,,170.47,3.0,126.9199957,37.5014995,13
11170-100189992,,지상,서울특별시 용산구 대사관로11길 27,3.0,2.0,1.0,,,,,,,,,,148.58,8.0,127.0016684,37.5349253,13
11680-100276803,,지상,서울특별시 강남구 학동로56길 33,7.0,1.0,1.0,,,,,,,,,,249.58,6.0,127.0431357,37.5150613,13
11650-14086,,지상,서울특별시 서초구 신반포로 23,5.0,4.0,2.0,,,,,,,,,,244.95,102.0,126.9871996,37.50173,13
11440-9205,,지상,서울특별시 마포구 삼개로3길 6-5,1.0,0.0,0.0,,,,,,,,,,56.8,0.0,126.9478342,37.5385507,13
11440-9204,,지상,서울특별시 마포구 삼개로3길 6-5,1.0,0.0,0.0,,,,,,,,,,45.4,0.0,126.9478342,37.5385507,13
11110-7237,,지상,서울특별시 종로구 자하문로28가길 3,4.0,1.0,0.0,,,,,,,,,,155.14,0.0,126.9713082,37.5854392,13
11650-1000000000000001476585,,지상,서초동 1586-4,7.0,2.0,1.0,,,,,,,,,,249.76,10.0,127.0128372,37.4846129,13
11650-1000000000000001402801,,지상,서울특별시 서초구 강남대로 407,15.0,2.0,3.0,,,,,,,,,,799.95,25.0,127.0265908,37.4989746,13
11680-17644,,지상,서울특별시 강남구 도산대로4길 12,5.0,1.0,1.0,,,,,,,,,,209.66,14.0,127.0210427,37.515676,13
11500-28723,,지상,서울특별시 강서구 까치산로 142,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.8518761,37.5499466,13
11530-100258047,,지상,서울특별시 구로구 항동로 8,,,,6.0,337.0,0.0,,,,,,,219.91,500.0,126.8208047,37.4772795,13
11215-11301,,지상,서울특별시 광진구 자양로41길 10,5.0,1.0,0.0,,,,,,,,,,216.76,5.0,127.0899516,37.5499289,13
11215-17267,,지상,서울특별시 광진구 자양번영로 47-3,4.0,1.0,0.0,,,,,,,,,,0.0,2.0,127.0755041,37.5338381,13
11410-1797,,지상,서울특별시 서대문구 통일로9길 5,4.0,1.0,0.0,,,,,,,,,,238.82,0.0,126.9647145,37.5671724,13
11710-9614,,지상,서울특별시 송파구 거마로22길 44,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.1513723,37.4970268,13
11440-20742,,지상,서울특별시 마포구 월드컵북로7길 66,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9144241,37.5579274,13
11440-100233854,,지상,상암동 1602-0,,,,2.0,0.0,0.0,,,,,,,374.44,462.0,126.8896347,37.5805302,13
11740-100274642,,지상,서울특별시 강동구 아리수로93나길 54,5.0,2.0,1.0,,,,,,,,,,297.2,31.0,127.174853,37.5722002,13
11740-100229109,,지상,서울특별시 강동구 천호대로199길 75,6.0,1.0,1.0,,,,,,,,,,249.54,6.0,127.1479524,37.5399573,13
11740-100195710,,지상,서울특별시 강동구 구천면로 236-1,,,,2.0,0.0,0.0,,,,,,,76.13,100.0,127.1312583,37.5414762,13
11545-4814,,지상,서울특별시 금천구 금하로 649,2.0,0.0,0.0,,,,,,,,,,169.05,0.0,126.9031739,37.4541546,13
11530-100244333,,지상,서울특별시 구로구 서해안로 2036,,,,7.0,384.0,0.0,,,,,,,199.83,406.0,126.8186383,37.4756152,13
11740-5095,,지상,서울특별시 강동구 동남로75길 13-25,6.0,2.0,1.0,,,,,,,,,,319.67,31.0,127.1554871,37.5530699,13
11440-11807,,지상,서울특별시 마포구 독막로 250,4.0,1.0,0.0,,,,,,,,,,0.0,1.0,126.9412148,37.5463235,13
11530-100258228,11530-100258047,지상,서울특별시 구로구 항동로 8,1.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.8208047,37.4772795,13
11140-20829,,지상,서울특별시 중구 동호로15길 43,3.0,1.0,1.0,,,,,,,,,,158.4593,12.0,127.0087589,37.554951,13
11440-22578,,지상,서울특별시 마포구 홍익로6길 15,5.0,2.0,1.0,,,,,,,,,,244.59,16.0,126.922698,37.5553603,13
11440-22934,,지상,서울특별시 마포구 독막로6길 21,5.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9173773,37.5470145,13
11140-10080,,지상,서울특별시 중구 마른내로 167-1,5.0,1.0,0.0,,,,,,,,,,378.4329,0.0,127.006743,37.564644,13
11530-100256494,,지상,서울특별시 구로구 부광로 96-16,,,,5.0,345.0,0.0,,,,,,,219.89,457.0,126.8161061,37.4756028,13
11530-100256495,11530-100256494,지상,서울특별시 구로구 부광로 96-16,2.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.8161061,37.4756028,13
11140-1363,,지상,서울특별시 중구 무교로 19,8.0,1.0,0.0,,,,,,,,,,445.62,0.0,126.9789962,37.5676236,13
11440-25967,,지상,서울특별시 마포구 망원로 79,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9055895,37.5576343,13
11440-28053,,지상,서울특별시 마포구 성미산로 160,5.0,1.0,0.0,,,,,,,,,,221.84,7.0,126.9239911,37.5644634,13
11440-20082,,지상,서울특별시 마포구 독막로3길 13,3.0,1.0,0.0,,,,,,,,,,168.84,0.0,126.9165782,37.5490065,13
11440-20418,,지상,서울특별시 마포구 잔다리로 17,4.0,1.0,0.0,,,,,,,,,,193.19,3.0,126.9210225,37.5506522,13
11440-21871,,지상,서울특별시 마포구 월드컵북로2길 93,5.0,1.0,1.0,,,,,,,,,,196.08,8.0,126.9248156,37.5587637,13
11110-29375,,지상,서울특별시 종로구 창신길 15,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0106176,37.5723994,13
11650-19158,,지상,서울특별시 서초구 본마을길 37,1.0,1.0,0.0,,,,,,,,,,36.78,0.0,127.054035,37.4542093,13
11110-3002,11110-207,지상,서울특별시 종로구 낙산길 196,4.0,1.0,0.0,,,,,,,,,,231.75,0.0,127.0120741,37.5813308,13
11650-18299,,지상,서울특별시 서초구 신흥안길 40-55,1.0,1.0,0.0,,,,,,,,,,27.11,0.0,127.0764926,37.4529872,13
11500-6546,,지상,서울특별시 강서구 강서로54길 14,7.0,1.0,1.0,,,,,,,,,,295.96,17.0,126.8392672,37.5589763,13
11290-28596,,지상,서울특별시 성북구 장월로1길 101,6.0,0.0,1.0,,,,,,,,,,310.97,8.0,127.0434449,37.6045369,13
11290-17454,,지상,서울특별시 성북구 서경로 30,3.0,0.0,0.0,,,,,,,,,,148.62,1.0,127.0151787,37.6062755,13
11290-9583,,지상,서울특별시 성북구 삼선교로18길 59,4.0,1.0,0.0,,,,,,,,,,185.17,4.0,127.0150533,37.5894295,13
11110-4743,,지상,서울특별시 종로구 종로50길 5-9,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.0129741,37.5715153,13
11110-11173,,지상,서울특별시 종로구 대학로11길 16,2.0,1.0,0.0,,,,,,,,,,106.77,0.0,127.0008889,37.5823833,13
11440-29725,,지상,서울특별시 마포구 성미산로 190-21,3.0,1.0,0.0,,,,,,,,,,166.46,0.0,126.9258844,37.5623886,13
11440-18737,,지상,서울특별시 마포구 월드컵로 98,5.0,0.0,1.0,,,,,,,,,,275.89,6.0,126.9092763,37.5574042,13
11440-23991,,지상,서울특별시 마포구 포은로2나길 11,4.0,1.0,0.0,,,,,,,,,,169.39,1.0,126.908608,37.5516245,13
11110-24159,,지상,서울특별시 종로구 경희궁1길 37,3.0,1.0,1.0,,,,,,,,,,130.02,3.0,126.9691605,37.5728555,13
11440-100244797,,지상,서울특별시 마포구 월드컵북로6길 57-6,3.0,1.0,0.0,,,,,,,,,,130.1,1.0,126.921317,37.5596549,13
11440-100205500,,지상,서울특별시 마포구 도화길 12,5.0,1.0,1.0,,,,,,,,,,198.92,6.0,126.9477843,37.5398492,13
11440-21916,,지상,서울특별시 마포구 동교로 194,5.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9228798,37.5573823,13
11440-20484,,지상,서울특별시 마포구 와우산로17길 19-11,5.0,1.0,0.0,,,,,,,,,,237.82,4.0,126.9216854,37.5496497,13
11440-19439,,지상,서울특별시 마포구 양화로 120,4.0,1.0,0.0,,,,,,,,,,174.89,0.0,126.9203997,37.5539151,13
11440-1000000000000000906332,,지상,서울특별시 마포구 성암로15길 74,6.0,1.0,1.0,,,,,,,,,,243.41,8.0,126.8964872,37.5756037,13
11290-38305,,지상,서울특별시 성북구 돌곶이로 191,4.0,1.0,0.0,,,,,,,,,,200.81,9.0,127.0481877,37.6172505,13
11470-4157,,지상,서울특별시 양천구 목동동로12길 25,4.0,1.0,0.0,,,,,,,,,,191.98,4.0,126.8742887,37.5228211,13
11710-7186,,지상,서울특별시 송파구 백제고분로27길 34,4.0,1.0,0.0,,,,,,,,,,197.39,5.0,127.0939385,37.5059923,13
11530-15900,,지상,서울특별시 구로구 도림천로12길 3,5.0,1.0,0.0,,,,,,,,,,252.1,5.0,126.8955587,37.4901371,13
11710-8059,,지상,서울특별시 송파구 올림픽로 96,7.0,1.0,2.0,,,,,,,,,,367.82,24.0,127.0812295,37.5114713,13
11710-584,,지상,서울특별시 송파구 중대로 24,,,,60.0,4524.0,0.0,,,,,,,0.0,0.0,127.1187912,37.4902451,13
11650-16029,,지상,서울특별시 서초구 효령로55길 19,3.0,1.0,0.0,,,,,,,,,,176.76,6.0,127.0141886,37.4856686,13
11215-20995,11215-100265670,지상,서울특별시 광진구 아차산로30길 31,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0674289,37.5393997,13
11710-24065,,지상,서울특별시 송파구 올림픽로10길 9,5.0,1.0,0.0,,,,,,,,,,237.48,20.0,127.0812543,37.5108099,13
11440-27752,,지상,서울특별시 마포구 동교로51길 51,3.0,1.0,0.0,,,,,,,,,,164.17,0.0,126.9241801,37.5656286,13
11215-17412,,지상,서울특별시 광진구 자양번영로2길 26,5.0,1.0,0.0,,,,,,,,,,240.57,4.0,127.0763843,37.5301741,13
11170-1248,,지상,서울특별시 용산구 원효로93길 22,3.0,1.0,0.0,,,,,,,,,,140.42,3.0,126.9685554,37.5408554,13
11200-25155,,지상,서울특별시 성동구 용답중앙15길 15-2,2.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.0540781,37.564937,13
11170-14089,,지상,서울특별시 용산구 청파로 387,3.0,0.0,0.0,,,,,,,,,,81.06,2.0,126.9688053,37.5542481,13
11200-21348,,지상,서울특별시 성동구 연무장길 1,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0499584,37.5441754,13
11200-19600,11200-485,지상,서울특별시 성동구 서울숲2길 13-27,4.0,1.0,0.0,,,,,,,,,,189.6,3.0,127.0403749,37.5477911,13
11215-21041,,지상,서울특별시 광진구 아차산로 220,5.0,1.0,1.0,,,,,,,,,,244.01,16.0,127.0676643,37.5406399,13
11140-8965,,지상,서울특별시 중구 장충단로 191,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.0062014,37.5619185,13
11740-9645,,지상,서울특별시 강동구 천호대로157길 24,4.0,1.0,0.0,,,,,,,,,,202.88,0.0,127.1275394,37.5387507,13
11500-100276612,,지상,등촌동 659-0,,,,3.0,0.0,0.0,,,,,,,226.43,498.0,126.8492086,37.5579788,13
11110-8464,,지상,서울특별시 종로구 필운대로 35-10,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.9686088,37.5792669,13
11215-25129,,지상,서울특별시 광진구 광나루로26길 21,3.0,1.0,0.0,,,,,,,,,,117.68,0.0,127.0771012,37.5455335,13
11710-10078,,지상,서울특별시 송파구 삼학사로19길 3,5.0,1.0,0.0,,,,,,,,,,233.89,3.0,127.0965908,37.5057101,13
11680-1000000000000001482533,,지상,서울특별시 강남구 봉은사로26길 25,5.0,1.0,1.0,,,,,,,,,,232.59,4.0,127.033922,37.5054554,13
11680-100194408,,지상,서울특별시 강남구 논현로131길 14,6.0,1.0,1.0,,,,,,,,,,220.53,4.0,127.029099,37.5144124,13
11680-100257771,,지상,서울특별시 강남구 삼성로149길 24,4.0,1.0,0.0,,,,,,,,,,147.12,5.0,127.0456902,37.5232727,13
11680-3002,,지상,서울특별시 강남구 도산대로70길 23,4.0,1.0,0.0,,,,,,,,,,195.22,8.0,127.0453705,37.5221597,13
11680-22724,,지상,서울특별시 강남구 테헤란로33길 23,3.0,1.0,0.0,,,,,,,,,,149.74,4.0,127.0388884,37.5032828,13
11170-26004,,지상,서울특별시 용산구 한강대로96길 36,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9737118,37.5468899,13
11200-5887,,지상,서울특별시 성동구 청계천로12길 6,4.0,1.0,0.0,,,,,,,,,,207.55,3.0,127.0338345,37.5698028,13
11620-17591,,지상,서울특별시 관악구 남부순환로 1707,1.0,0.0,0.0,,,,,,,,,,49.18,2.0,126.9400602,37.4834083,13
11200-19215,,지상,서울특별시 성동구 서울숲2길 46-9,3.0,0.0,0.0,,,,,,,,,,177.53,4.0,127.0436173,37.5460746,13
11440-1000000000000001262318,,지상,서울특별시 마포구 동교로 64-11,4.0,0.0,1.0,,,,,,,,,,194.6,2.0,126.909792,37.5530555,13
11650-3885,,지상,서울특별시 서초구 서초대로26길 3,5.0,1.0,1.0,,,,,,,,,,228.35,21.0,126.9945497,37.4876749,13
11380-19448,,지상,서울특별시 은평구 진흥로 185,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9300716,37.6086618,13
11680-1000000000000001375748,,지상,서울특별시 강남구 선릉로 34,8.0,2.0,2.0,,,,,,,,,,359.82,39.0,127.060745,37.4828398,13
11650-9736,11650-212,지상,서울특별시 서초구 동산로 62,5.0,1.0,0.0,,,,,,,,,,215.47,7.0,127.0455991,37.4717665,13
11470-944,11470-60,지상,서울특별시 양천구 중앙로 258,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.8534763,37.5194673,13
11545-9113,,지상,서울특별시 금천구 남부순환로 1390,4.0,1.0,0.0,,,,,,,,,,197.56,6.0,126.9052183,37.4798411,13
11620-33418,,지상,서울특별시 관악구 행운길 64,6.0,1.0,1.0,,,,,,,,,,281.64,6.0,126.9605128,37.4815501,13
11590-14204,,지상,서울특별시 동작구 양녕로 257,4.0,1.0,0.0,,,,,,,,,,185.18,6.0,126.9472949,37.5031673,13
11560-9933,,지상,서울특별시 영등포구 양평로 12,8.0,3.0,0.0,,,,,,,,,,471.2,0.0,126.9048891,37.53269,13
11500-100336433,,지상,서울특별시 강서구 남부순환로 205,3.0,1.0,1.0,,,,,,,,,,134.62,11.0,126.8212754,37.5474728,13
11620-149,,지상,서울특별시 관악구 구암길 106,,,,5.0,1843.0,0.0,,,,,,,293.09,898.0,126.9483697,37.4915838,13
11560-7407,11560-2038,지상,서울특별시 영등포구 영등포로 0,2.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,13
11560-13990,,지상,서울특별시 영등포구 문래로30길 27,1.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9007455,37.5162016,13
11560-14211,11560-622,지상,서울특별시 영등포구 경인로 755,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.8971734,37.5137258,13
11560-17027,,지상,서울특별시 영등포구 선유로 226,3.0,0.0,0.0,,,,,,,,,,146.4,3.0,126.8957442,37.5329086,13
11440-13645,,지상,서울특별시 마포구 백범로24길 5-6,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.9452023,37.5458642,13
11440-29843,11440-613,지상,서울특별시 마포구 연남로 42,4.0,1.0,1.0,,,,,,,,,,0.0,0.0,126.9215757,37.5630954,13
11440-27783,,지상,서울특별시 마포구 동교로51길 57,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9238622,37.5657001,13
11440-23619,,지상,서울특별시 마포구 양화로6길 54,6.0,1.0,0.0,,,,,,,,,,299.67,0.0,126.9171965,37.5486159,13
11440-22517,,지상,서울특별시 마포구 동교로25길 26,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9213624,37.5581872,13
11440-17719,,지상,서울특별시 마포구 와우산로22길 68,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9241092,37.5495414,13
11440-100264423,,지상,서울특별시 마포구 동교로51길 81,4.0,1.0,1.0,,,,,,,,,,193.89,2.0,126.9225481,37.5659754,13
11650-11269,,지상,서울특별시 서초구 나루터로12길 7,6.0,1.0,0.0,,,,,,,,,,250.37,4.0,127.0175473,37.5150922,6
11440-11293,,지상,서울특별시 마포구 대흥로 122,4.0,1.0,1.0,,,,,,,,,,138.91,0.0,126.9442881,37.5504038,13
11260-3831,,지상,면목동 132-13,2.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.0853771,37.5921199,13
11440-100256404,,지상,서울특별시 마포구 와우산로29다길 16,4.0,1.0,1.0,,,,,,,,,,177.03,6.0,126.9273855,37.554903,6
11410-12586,,지상,서울특별시 서대문구 연세로5가길 11,6.0,1.0,1.0,,,,,,,,,,280.62,4.0,126.9360828,37.5571934,13
11440-1000000000000001348997,,지상,서울특별시 마포구 월드컵로20길 68,5.0,1.0,1.0,,,,,,,,,,196.78,4.0,126.9127779,37.5581099,13
11350-100184989,,지상,서울특별시 노원구 누원로 28,,,,12.0,696.0,0.0,,,,,,,184.18,751.0,127.0542788,37.6876953,13
11590-26749,,지상,서울특별시 동작구 장승배기로 23,5.0,1.0,0.0,,,,,,,,,,223.23,6.0,126.9420148,37.5002667,13
11320-9621,,지상,서울특별시 도봉구 덕릉로60길 57,3.0,1.0,0.0,,,,,,,,,,0.0,2.0,127.0408199,37.6377463,13
11620-1000000000000001259223,,지상,서울특별시 관악구 관악로 208-30,14.0,1.0,1.0,,,,,,,,,,637.33,9.0,126.9547476,37.4828811,13
11590-24344,,지상,서울특별시 동작구 장승배기로 44,4.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9409672,37.5017845,13
11320-15157,,지상,서울특별시 도봉구 도봉로 803,4.0,1.0,0.0,,,,,,,,,,151.22,5.0,127.0444585,37.6762371,13
11230-100191120,,지상,서울특별시 동대문구 망우로20가길 27,5.0,0.0,0.0,,,,,,,,,,199.04,3.0,127.0644667,37.5904118,13
11560-4264,,지상,서울특별시 영등포구 영등포로 264-4,1.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.9104494,37.5184928,13
11440-22428,,지상,서울특별시 마포구 동교로 181-3,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.9213732,37.5569439,13
11560-9292,,지상,서울특별시 영등포구 당산로38길 9-3,4.0,1.0,0.0,,,,,,,,,,0.0,6.0,126.8994847,37.5292282,13
11440-19210,,지상,서울특별시 마포구 와우산로 133,4.0,0.0,1.0,,,,,,,,,,180.39,5.0,126.9281665,37.5538134,6
11305-2172,,지상,서울특별시 강북구 솔샘로68길 34,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0288685,37.615646,13
11290-26306,,지상,서울특별시 성북구 월곡로 27,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,127.0376994,37.5951265,13
11380-38742,,지상,서울특별시 은평구 수색로 199,3.0,0.0,0.0,,,,,,,,,,94.79,3.0,126.9003198,37.5789769,13
11500-18752,,지상,서울특별시 강서구 곰달래로 192-1,2.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.8543898,37.531104,13
11410-2667,,지상,서울특별시 서대문구 통일로 199,4.0,0.0,0.0,,,,,,,,,,0.0,0.0,126.9612083,37.5709692,13
11440-28169,,지상,서울특별시 마포구 성미산로29길 24,2.0,1.0,0.0,,,,,,,,,,102.46,0.0,126.9223989,37.5650771,13
11260-18492,,지상,서울특별시 중랑구 동일로 749,4.0,2.0,0.0,,,,,,,,,,182.9,19.0,127.0798348,37.5973632,13
11500-1000000000000001463944,,지상,서울특별시 강서구 공항대로59다길 101,7.0,2.0,2.0,,,,,,,,,,323.13,69.0,126.868563,37.55167,13
11470-19556,,지상,서울특별시 양천구 곰달래로 22,4.0,1.0,0.0,,,,,,,,,,199.39,4.0,126.8351198,37.5297343,13
11140-1000000000000000138345,,지상,명동2가 2-23,8.0,1.0,1.0,,,,,,,,,,637.55,0.0,126.9854171,37.5637603,13
11440-100239295,,지상,상암동 2-243,,,,2.0,0.0,0.0,,,,,,,221.71,1.0,126.8946723,37.5791867,13
11110-23921,,지상,이화동 9-541,2.0,0.0,0.0,,,,,,,,,,0.0,0.0,127.0075439,37.5774114,13
11215-1000000000000001046000,,지상,서울특별시 광진구 천호대로 567,4.0,0.0,1.0,,,,,,,,,,186.14,25.0,127.0811608,37.556935,13
11620-100206604,,지상,서울특별시 관악구 관악로15길 47-11,6.0,1.0,1.0,,,,,,,,,,311.27,0.0,126.9499491,37.4800477,13
11560-8300,,지상,서울특별시 영등포구 선유동1로 6-5,3.0,1.0,0.0,,,,,,,,,,0.0,0.0,126.8918989,37.5226703,13
11260-26296,,지상,서울특별시 중랑구 용마산로120길 3,4.0,0.0,0.0,,,,,,,,,,218.27,0.0,127.1008042,37.6016924,13
11260-1000000000000001381104,,지상,서울특별시 중랑구 신내역로1길 175,2.0,0.0,1.0,,,,,,,,,,6.74,3.0,127.1103549,37.6189253,13
11650-100238594,,지상,서울특별시 서초구 서초대로 143,6.0,1.0,1.0,,,,,,,,,,199.25,6.0,126.9976948,37.4891874,13
11650-1000000000000001263339,,지상,서울특별시 서초구 서운로 12,8.0,2.0,1.0,,,,,,,,,,245.5663,33.0,127.0298589,37.4850533,13
11680-20363,,지상,서울특별시 강남구 선릉로 822,6.0,2.0,1.0,,,,,,,,,,249.95,17.0,127.0401854,37.5252519,13
11680-13855,,지상,서울특별시 강남구 도곡로 453,6.0,2.0,1.0,,,,,,,,,,239.05,10.0,127.0599597,37.4989156,13
11260-100243798,,지상,서울특별시 중랑구 망우로 402,6.0,0.0,1.0,,,,,,,,,,304.07,7.0,127.0969476,37.598824,13
11560-100255188,,지상,서울특별시 영등포구 선유동1로 6-3,2.0,0.0,0.0,,,,,,,,,,114.87,0.0,126.8917994,37.5226191,13
11560-100206753,,지상,서울특별시 영등포구 도림로 140,10.0,2.0,1.0,,,,,,,,,,358.77,46.0,126.8976458,37.4930367,13
11680-16401,,지상,서울특별시 강남구 선릉로 837,4.0,1.0,0.0,,,,,,,,,,0.0,8.0,127.040118,37.5268618,13
11680-16195,,지상,서울특별시 강남구 선릉로162길 25,2.0,1.0,0.0,,,,,,,,,,117.19,0.0,127.0426624,37.5266748,13
11470-2406,11470-733,지상,서울특별시 양천구 화곡로 74,3.0,0.0,0.0,,,,,,,,,,0.0,21.0,126.8302742,37.5392207,13
