관리_건축물대장_PK,관리_상위_건축물대장_PK,새주소_지상지하_코드,주소,지상층수,지하층수,승강기_수,주건축물수,세대수,가구수,동명칭,호_명,층_구분_코드_x,층_구분_코드_y,층_번호,면적,용적율,주차_대수
11680-35819,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,702호,지상,10.0,1.0,2.76,0.0,0.0
11680-35818,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,1603호,지상,10.0,4.0,1.21,0.0,0.0
11680-35816,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,3002호,지상,10.0,0.0,63.28,0.0,0.0
11680-35815,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2807호,지상,10.0,0.0,157.73,0.0,0.0
11680-8927,,지상,서울특별시 강남구 압구정로30길 51,8.0,2.0,2.0,,,,,,,,,,298.27,47.0
11680-35773,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2606호,지상,20.0,0.0,93.79,0.0,0.0
11680-35779,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2806호,지상,10.0,3.0,28.14,0.0,0.0
11680-35778,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2716호,지상,10.0,1.0,0.34,0.0,0.0
11680-35777,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2713호,지상,10.0,1.0,1.57,0.0,0.0
11680-35776,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2706호,지상,10.0,4.0,0.7,0.0,0.0
11680-35775,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2613호,지상,10.0,5.0,10.61,0.0,0.0
11680-35774,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2612호,지상,20.0,0.0,33.02,0.0,0.0
11680-35794,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,1816호,지상,10.0,0.0,213.31,0.0,0.0
11680-35793,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,1702호,지상,10.0,3.0,30.68,0.0,0.0
11680-35792,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,15호,지하,10.0,1.0,0.37,0.0,0.0
11680-35791,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,11호,지하,10.0,1.0,1.72,0.0,0.0
11680-35790,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,3211호,지상,10.0,4.0,0.76,0.0,0.0
11680-35789,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,3209호,지상,10.0,5.0,11.58,0.0,0.0
11680-35788,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,3208호,지상,10.0,0.0,42.75,0.0,0.0
11680-35787,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,3116호,지상,10.0,0.0,95.52,0.0,0.0
11680-35772,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2513호,지상,10.0,3.0,8.47,0.0,0.0
11680-35771,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2505호,지상,10.0,1.0,0.1,0.0,0.0
11680-35770,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2409호,지상,10.0,1.0,0.47,0.0,0.0
11680-35767,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2313호,지상,20.0,0.0,9.95,0.0,0.0
11680-35766,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2305호,지상,20.0,0.0,28.26,0.0,0.0
11680-35769,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2407호,지상,10.0,4.0,0.21,0.0,0.0
11680-35768,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2403호,지상,10.0,5.0,3.2,0.0,0.0
11680-35765,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2215호,지상,10.0,3.0,5.97,0.0,0.0
11680-35764,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2209호,지상,10.0,1.0,0.07,0.0,0.0
11680-35763,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2202호,지상,10.0,1.0,0.34,0.0,0.0
11680-35762,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2110호,지상,10.0,4.0,0.15,0.0,0.0
11680-35761,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2102호,지상,10.0,5.0,2.25,0.0,0.0
11680-35760,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2013호,지상,20.0,0.0,7.0,0.0,0.0
11680-35759,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2005호,지상,20.0,0.0,19.89,0.0,0.0
11680-35758,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,1914호,지상,10.0,3.0,73.67,0.0,0.0
11680-35757,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,1907호,지상,10.0,1.0,0.88,0.0,0.0
11680-35756,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,1820호,지상,10.0,1.0,4.14,0.0,0.0
11680-35755,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,1813호,지상,10.0,4.0,1.82,0.0,0.0
11680-35807,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,1919호,지상,10.0,3.0,72.17,0.0,0.0
11680-35806,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,1902호,지상,10.0,1.0,0.86,0.0,0.0
11680-35805,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,401호,지상,10.0,1.0,4.06,0.0,0.0
11680-35804,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,4-3호,지하,10.0,4.0,1.79,0.0,0.0
11680-35803,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,14-4호,지하,10.0,5.0,27.22,0.0,0.0
11680-35802,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,14-1호,지하,10.0,0.0,93.12,0.0,0.0
11680-35801,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,3018호,지상,10.0,0.0,232.12,0.0,0.0
11680-35800,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,3001호,지상,10.0,3.0,68.52,0.0,0.0
11680-35799,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2708호,지상,10.0,1.0,0.82,0.0,0.0
11680-35798,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2602호,지상,10.0,1.0,3.85,0.0,0.0
11680-35795,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2018호,지상,10.0,0.0,95.47,0.0,0.0
11680-35797,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2317호,지상,10.0,4.0,1.69,0.0,0.0
11680-35796,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2211호,지상,10.0,5.0,25.85,0.0,0.0
11680-35785,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,3013호,지상,10.0,1.0,0.67,0.0,0.0
11680-35784,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,3008호,지상,10.0,1.0,3.17,0.0,0.0
11680-35783,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,3006호,지상,10.0,4.0,1.39,0.0,0.0
11680-35782,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2911호,지상,10.0,5.0,21.25,0.0,0.0
11680-35781,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2906호,지상,10.0,0.0,78.49,0.0,0.0
11680-35780,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2813호,지상,10.0,0.0,175.38,0.0,0.0
11680-35786,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,3109호,지상,10.0,3.0,56.34,0.0,0.0
11680-35814,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2711호,지상,10.0,3.0,98.34,0.0,0.0
11680-35813,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2610호,지상,10.0,1.0,1.17,0.0,0.0
11680-35812,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2603호,지상,10.0,1.0,5.53,0.0,0.0
11680-35811,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2319호,지상,10.0,4.0,2.43,0.0,0.0
11680-35810,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2207호,지상,10.0,5.0,37.1,0.0,0.0
11680-35809,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2116호,지상,10.0,0.0,126.9,0.0,0.0
11680-35808,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,2020호,지상,10.0,0.0,316.3,0.0,0.0
11680-35754,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,1809호,지상,10.0,5.0,27.79,0.0,0.0
11680-35753,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,1714호,지상,20.0,0.0,86.45,0.0,0.0
11680-35752,11680-2169,지상,서울특별시 강남구 언주로30길 13,,,,,,,대림아크로텔,1708호,지상,20.0,0.0,245.54,0.0,0.0
11710-100209014,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,L-3064,지상,20.0,4.0,16.25,0.0,0.0
11710-100209013,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,L-3065,지상,20.0,3.0,20.13,0.0,0.0
11710-100209012,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,L-3066,지상,20.0,2.0,20.13,0.0,0.0
11710-100209011,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,L-3067,지상,20.0,1.0,14.74,0.0,0.0
11710-100208978,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,L-3113,지상,,0.0,25.19,0.0,0.0
11710-100209364,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,T-3112,지상,10.0,2.0,5.2,0.0,0.0
11710-100209363,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,T-3113,지상,10.0,1.0,1.36,0.0,0.0
11710-100208987,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,Y-3134,지상,20.0,1.0,4.18,0.0,0.0
11710-100209362,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,T-3115,지상,20.0,2.0,1.36,0.0,0.0
11710-100209361,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,T-3116,지상,40.0,0.0,6.99,0.0,0.0
11710-100209360,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,T-3117,지상,10.0,2.0,5.92,0.0,0.0
11710-100209359,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,T-3118,지상,10.0,1.0,1.55,0.0,0.0
11710-100209358,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,Y-3003,지상,20.0,2.0,1.55,0.0,0.0
11710-100209357,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,Y-3004,지상,40.0,0.0,7.96,0.0,0.0
11710-100209356,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,Y-3005,지상,10.0,2.0,6.04,0.0,0.0
11710-100209355,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,Y-3006,지상,10.0,1.0,1.59,0.0,0.0
11710-100208937,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,L-5058,지상,20.0,10.0,632.08,0.0,0.0
11680-18559,,지상,서울특별시 강남구 압구정로80길 31,5.0,3.0,1.0,,,,,,,,,,249.22,14.0
11680-22163,,지상,서울특별시 강남구 개포로82길 13-9,5.0,2.0,0.0,,,,,,,,,,0.0,0.0
11680-21636,,지상,서울특별시 강남구 선릉로145길 5-11,5.0,1.0,1.0,,,,,,,,,,277.15,8.0
11680-21153,,지상,서울특별시 강남구 논현로127길 14,7.0,2.0,1.0,,,,,,,,,,397.12,15.0
11680-20503,,지상,서울특별시 강남구 선릉로108길 67,3.0,1.0,0.0,,,,,,,,,,169.18,4.0
11680-3224,,지상,서울특별시 강남구 논현로 820,6.0,1.0,1.0,,,,,,,,,,297.66,23.0
11710-100208986,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,Y-3135,지상,40.0,0.0,9.2,0.0,0.0
11710-100209006,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,L-3072,지상,20.0,1.0,72.5,0.0,0.0
11710-100209007,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,L-3071,지상,20.0,2.0,99.05,0.0,0.0
11710-100209008,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,L-3070,지상,20.0,3.0,99.05,0.0,0.0
11710-100209009,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,L-3069,지상,20.0,4.0,79.97,0.0,0.0
11680-16394,,지상,서울특별시 강남구 강남대로84길 8,13.0,2.0,1.0,,,,,,,,,,762.71,9.0
11680-16117,,지상,서울특별시 강남구 선릉로68길 17,4.0,0.0,0.0,,,,,,,,,,191.74,5.0
11680-15820,,지상,서울특별시 강남구 논현로119길 16,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11680-15819,,지상,서울특별시 강남구 논현로119길 16,2.0,2.0,0.0,,,,,,,,,,0.0,0.0
11710-100209336,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,Y-3027,지상,20.0,0.0,51.69,0.0,0.0
11710-100209116,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,Y-5012,지상,40.0,0.0,10.34,0.0,0.0
11710-100209337,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,Y-3026,지상,20.0,0.0,41.71,0.0,0.0
11710-100209338,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,Y-3025,지상,20.0,0.0,42.57,0.0,0.0
11710-100209339,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,Y-3024,지상,20.0,0.0,41.73,0.0,0.0
11710-100209117,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,Y-5011,지상,20.0,0.0,0.77,0.0,0.0
11680-11274,,지상,서울특별시 강남구 도산대로 410-6,3.0,1.0,0.0,,,,,,,,,,133.52,1.0
11680-10465,,지상,서울특별시 강남구 논현로26길 18-4,5.0,1.0,0.0,,,,,,,,,,222.54,4.0
11710-100209340,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,Y-3023,지상,20.0,0.0,36.64,0.0,0.0
11680-13073,,지상,일원동 731-0,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11680-12587,,지상,서울특별시 강남구 도산대로 443,4.0,1.0,1.0,,,,,,,,,,166.45,7.0
11680-100182125,,지상,서울특별시 강남구 테헤란로10길 9,9.0,1.0,0.0,,,,,,,,,,426.06,7.0
11680-100215882,,지상,서울특별시 강남구 헌릉로569길 52-12,2.0,2.0,1.0,,,,,,,,,,83.0,8.0
11680-1000000000000000919735,,지상,서울특별시 강남구 학동로25길 33,3.0,2.0,1.0,,,,,,,,,,146.61,7.0
11650-9706,,지상,서울특별시 서초구 강남대로10길 98,6.0,1.0,0.0,,,,,,,,,,237.07,6.0
11650-10817,,지상,서울특별시 서초구 송동길 18,2.0,0.0,0.0,,,,,,,,,,55.8,4.0
11110-14007,,지상,서울특별시 종로구 북촌로5길 4,3.0,1.0,0.0,,,,,,,,,,0.0,0.0
11650-1000000000000001363332,,지상,서울특별시 서초구 효령로 403,0.0,4.0,0.0,,,,,,,,,,0.0,113.0
11650-1000000000000001363331,,지상,서울특별시 서초구 효령로 403,0.0,4.0,0.0,,,,,,,,,,0.0,113.0
11650-1392,,지상,서울특별시 서초구 방배천로6길 43,4.0,1.0,0.0,,,,,,,,,,0.0,2.0
11650-1000000000000001362528,,지상,서울특별시 서초구 효령로 403,5.0,1.0,4.0,,,,,,,,,,237.54,113.0
11620-21031,,지상,서울특별시 관악구 남부순환로 1591,4.0,1.0,0.0,,,,,,,,,,213.31,0.0
11620-17004,,지상,서울특별시 관악구 관악로14길 95,2.0,1.0,0.0,,,,,,,,,,0.0,0.0
11620-14666,,지상,서울특별시 관악구 남부순환로246가길 5,4.0,1.0,1.0,,,,,,,,,,195.9,4.0
11650-1000000000000001163968,,지상,서울특별시 서초구 남부순환로337가길 11-10,5.0,0.0,1.0,,,,,,,,,,193.34,5.0
11620-7309,,지상,서울특별시 관악구 난곡로 347,4.0,1.0,0.0,,,,,,,,,,0.0,6.0
11590-6851,,지상,서울특별시 동작구 등용로 112-1,4.0,1.0,0.0,,,,,,,,,,0.0,0.0
11590-26886,,지상,서울특별시 동작구 현충로14길 15,3.0,1.0,0.0,,,,,,,,,,143.93,0.0
11590-26319,,지상,서울특별시 동작구 등용로12나길 6,3.0,1.0,0.0,,,,,,,,,,178.8,0.0
11590-14645,,지상,서울특별시 동작구 등용로 18,3.0,1.0,0.0,,,,,,,,,,154.01,0.0
11590-13591,,지상,서울특별시 동작구 사당로16라길 71,2.0,1.0,0.0,,,,,,,,,,107.75,2.0
11590-11393,,지상,서울특별시 동작구 상도로60길 2,4.0,1.0,0.0,,,,,,,,,,159.99,0.0
11590-1000000000000001244251,,지상,서울특별시 동작구 신대방길 43,5.0,1.0,1.0,,,,,,,,,,197.53,4.0
11590-1000000000000001357296,11590-136,지상,서울특별시 동작구 장승배기로18길 3,2.0,0.0,0.0,,,,,,,,,,55.77,0.0
11560-2076,,지상,서울특별시 영등포구 당산로 214,,,,27.0,1391.0,0.0,,,,,,,299.71,2504.0
11560-100265689,11560-100265269,지상,서울특별시 영등포구 국회대로50길 20,2.0,1.0,1.0,,,,,,,,,,0.0,0.0
11560-100265269,,지상,영등포동7가 208-0,,,,4.0,185.0,0.0,,,,,,,605.15,326.0
11560-1000000000000001349371,,지상,서울특별시 영등포구 대림로19길 2,4.0,0.0,1.0,,,,,,,,,,187.01,2.0
11560-1000000000000001266504,,지상,서울특별시 영등포구 도림로 261,5.0,1.0,1.0,,,,,,,,,,199.35,4.0
11560-100198655,,지상,서울특별시 영등포구 버드나루로17길 12-1,8.0,1.0,1.0,,,,,,,,,,399.9,4.0
11470-9756,,지상,서울특별시 양천구 오목로 287,4.0,1.0,0.0,,,,,,,,,,199.52,7.0
11440-1000000000000001058403,11440-1000000000000001058402,지상,서울특별시 마포구 서강로 121,2.0,0.0,0.0,,,,,,,,,,0.0,0.0
11710-100209869,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,Y-9102,지상,40.0,0.0,9.09,0.0,0.0
11710-100209868,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,Y-9103,지상,10.0,2.0,17.33,0.0,0.0
11710-100209867,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,Y-9104,지상,10.0,1.0,5.18,0.0,0.0
11710-100209866,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,Y-9105,지상,20.0,2.0,0.47,0.0,0.0
11710-100209865,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,Y-9106,지상,40.0,0.0,27.19,0.0,0.0
11710-100209858,11710-100206053,지상,서울특별시 송파구 충민로 66,,,,,,,가든파이브라이프,L-9062,지상,20.0,0.0,37.87,0.0,0.0
